Longitude,Latitude,Ward/VillageTract,total_population,male_population,female_population,Township
97.7402064,15.77081998,KawtLay(VT),2062,954,1108,Thanbyuzayat Township
97.73083242,15.73119322,HtinShu(VT),5686,2677,3009,Thanbyuzayat Township
97.80892181,15.73644674,WeaKhaMi(VT),7077,3532,3545,Thanbyuzayat Township
97.76363373,15.70543003,KyaungYwar(VT),1811,876,935,Thanbyuzayat Township
98.0187553,15.30111425,KyaungYwar(VT),1811,876,935,Ye Township
97.76363373,15.70543003,KyaungYwar(VT),16996,8692,8304,Thanbyuzayat Township
98.0187553,15.30111425,KyaungYwar(VT),16996,8692,8304,Ye Township
97.772052,15.67134495,AhNin(VT),8245,4000,4245,Thanbyuzayat Township
97.67800903,16.33808041,TarPaThun(VT),3915,1774,2141,Mudon Township
97.68796921,16.32865429,KwaytWan(VT),4253,2053,2200,Mudon Township
97.69457626,16.31641006,NaingPyaing(VT),2471,1150,1321,Mudon Township
97.70754242,16.31977463,KyaukTaLone(VT),4499,2255,2244,Mudon Township
97.70155589,16.30976677,HmeinGaNein(VT),2536,1238,1298,Mudon Township
97.70634079,16.29717064,KawtKhaPon(VT),5223,2399,2824,Mudon Township
97.7060051,16.28339577,KunTar(VT),4062,1934,2128,Mudon Township
97.72068024,16.27308083,BeYan(VT),3809,1784,2025,Mudon Township
97.64629364,16.2823391,KinChaung(VT),1612,798,814,Mudon Township
,,KyonHpaik(VT),5047,2438,2609,Mudon Township
97.73735809,16.23387909,WetTe(VT),2257,1052,1205,Mudon Township
97.73070526,16.21050453,NyaungKone(VT),6501,3044,3457,Mudon Township
97.67777252,16.2184391,KawtPaRan(VT),4230,1979,2251,Mudon Township
97.64032745,16.20978928,KaTonePaw(VT),1460,741,719,Mudon Township
97.63418579,16.19068527,BaLaukNyaungWaing(VT),1908,886,1022,Mudon Township
97.73887634,16.19704056,KyaikYwea(VT),3649,1727,1922,Mudon Township
97.72579956,16.1861496,TaKhunTaing(VT),4652,2156,2496,Mudon Township
97.73918915,16.18369389,TawKu(VT),3906,1830,2076,Mudon Township
97.7395134,16.17208672,NaingHlonLetTet(VT),5778,2614,3164,Mudon Township
97.73240662,16.1693306,AhKhun(VT),555,259,296,Mudon Township
97.74359131,16.15788078,GonHnyinTan(VT),2831,1356,1475,Mudon Township
97.74104309,16.14369011,TheinKone(VT),9065,4344,4721,Mudon Township
97.74024582,16.13357067,KaMarWet(VT),6345,2849,3496,Mudon Township
97.72290802,16.13783073,HtaungKay(VT),2698,1240,1458,Mudon Township
97.72757721,16.11512947,SeinTaung(VT),6451,2990,3461,Mudon Township
97.72393036,16.1054306,HpeDo(VT),1770,807,963,Mudon Township
97.72155762,16.09678078,KaLawtThawt(VT),5969,2822,3147,Mudon Township
97.72601318,16.08721924,KawtPiHtaw(VT),3387,1528,1859,Mudon Township
97.74759674,16.07214928,DoMar(VT),905,424,481,Mudon Township
97.71124268,16.09354973,TaungPa(VT),4262,1937,2325,Mudon Township
97.71227264,16.0753994,HtonMan(VT),1042,518,524,Mudon Township
97.72234344,16.06979942,KunKaBwee(VT),1652,776,876,Mudon Township
97.75580215,16.04476452,HneePaDaw(VT),5943,2885,3058,Mudon Township
97.74960581,16.06834793,SetThwei(VT),2815,1424,1391,Mudon Township
97.62708282,16.12989044,KaMarOke(VT),677,331,346,Mudon Township
97.75187683,16.02589989,YaungDaung(VT),2704,1313,1391,Mudon Township
97.77085114,15.21179994,AhSin(VT),21462,10851,10611,Ye Township
97.78791046,15.19863987,ZeeHpyuThaung(VT),8662,4555,4107,Ye Township
97.81479645,15.27726507,AhBaw(VT),7859,3848,4011,Ye Township
97.8684082,15.29205783,TuMyaung(VT),6621,3429,3192,Ye Township
97.75987116,15.33583991,AnDin(VT),8097,3924,4173,Ye Township
97.95216624,15.2578551,KyaukMiKhaung(VT),5170,2678,2492,Ye Township
97.87145742,15.2371664,ChaungTaung(VT),7427,3734,3693,Ye Township
97.7866389,15.26442591,DuYar(VT),9890,4820,5070,Ye Township
97.80621529,15.35685301,ThinGanKyun(VT),3237,1573,1664,Ye Township
97.89386559,15.36220157,AhYuTaung(VT),9035,4609,4426,Ye Township
97.86260986,15.17502975,HanGan(VT),9061,4474,4587,Ye Township
97.84726461,15.51565711,MawtKaNin(VT),17552,8403,9149,Ye Township
97.92645009,15.49443388,DonHpi(VT),4154,2023,2131,Ye Township
97.77402496,15.52343988,KawtDut(VT),8480,3565,4915,Ye Township
97.65725454,15.52975655,KuLarKoke(VT),5255,2469,2786,Ye Township
97.8333079,15.62632322,BayLaMaing(VT),3674,1803,1871,Ye Township
97.78936768,15.44651985,ThaungPyin(VT),9204,4425,4779,Ye Township
97.78282547,15.57269788,HnitKayin(VT),10195,4694,5501,Ye Township
97.91997274,15.56935628,BeLaMu(VT),3630,1763,1867,Ye Township
97.87072754,15.58014917,KaNinKaMawt(VT),1754,860,894,Ye Township
97.95342382,15.42105659,HninSone(VT),3665,1791,1874,Ye Township
97.83786583,15.41640258,TaungBon(VT),7299,3478,3821,Ye Township
97.90717697,15.14227009,KoeMaing(VT),3784,1990,1794,Ye Township
97.82635244,15.1562233,KawtHlaing(VT),4927,2384,2543,Ye Township
97.81262207,15.06950665,KaByar(VT),2776,1320,1456,Ye Township
97.82183685,14.93615665,MaGyi(VT),2387,1174,1213,Ye Township
97.8090566,15.1027565,YinYei(VT),3120,1490,1630,Ye Township
97.81393433,15.01503213,KyonNye(VT),1825,878,947,Ye Township
97.28542709,17.17769432,WinPa(VT),3376,1658,1718,Thaton Township
97.41288757,17.05468623,KawtHlaing(VT),2057,976,1081,Thaton Township
97.33294296,17.12685966,ChaungZauk(VT),505,227,278,Thaton Township
97.36885071,17.09322357,WiYaw(VT),2835,1393,1442,Thaton Township
97.46794128,17.11543999,PeinHneTaw(VT),5274,2567,2707,Thaton Township
97.38145752,17.04214668,DaNu(VT),2868,1432,1436,Thaton Township
97.45780945,17.04319,WinHpone(VT),568,264,304,Thaton Township
97.44316864,17.0888799,MatCha(VT),1132,518,614,Thaton Township
97.40668233,17.15884399,NaungKaToke(VT),2488,1115,1373,Thaton Township
97.30264282,17.07279015,TheinSeik(VT),10656,5123,5533,Thaton Township
97.31126404,17.05860519,KyaikKaw(VT),8593,4107,4486,Thaton Township
97.29425812,17.09059906,TaDarU(VT),7515,3695,3820,Thaton Township
97.29406166,17.11692429,MoeKaung(VT),8072,4006,4066,Thaton Township
97.29658203,17.14138412,DonWun(VT),7775,3821,3954,Thaton Township
97.23036957,17.05533028,KaTaikKaLay(VT),2143,1006,1137,Thaton Township
97.23786926,17.0335598,KaTaikGyi(VT),2981,1479,1502,Thaton Township
,,DaNuKaTaik(VT),565,272,293,Thaton Township
97.24515915,17.00718975,SeikKyun(VT),2901,1427,1474,Thaton Township
97.17986298,17.09580994,TawGyi(VT),1472,726,746,Thaton Township
97.18157196,17.07024956,ThaungGyi(VT),731,357,374,Thaton Township
97.33823395,16.9995575,ZaYitChaung(VT),10704,5624,5080,Thaton Township
97.34736379,16.95576286,MyayNiKone(VT),2682,1305,1377,Thaton Township
97.34095001,16.93693924,SinHpyuKyun(VT),1273,626,647,Thaton Township
97.3304615,17.03058386,NaungBo(VT),8454,4163,4291,Thaton Township
97.37315369,16.93907928,PawTawMu(VT),5149,2542,2607,Thaton Township
97.25279236,16.9654808,BuDinChaung(VT),647,336,311,Thaton Township
97.24967194,16.99004936,MaYanKone(VT),6937,3398,3539,Thaton Township
97.08868299,17.25468717,MaYanKone(VT),6937,3398,3539,Bilin Township
97.24973297,16.87951851,ZaikKaYe(VT),1192,620,572,Thaton Township
97.24069977,16.89481926,HteinPin(VT),2302,1166,1136,Thaton Township
97.34313711,16.97897021,NaungKuLar(VT),10751,5414,5337,Thaton Township
97.36795044,16.83544922,DayBaYein(VT),1924,972,952,Thaton Township
97.37503052,16.82443047,ThaYetTaw(VT),1436,674,762,Thaton Township
97.36895752,16.85245641,AungSaing(VT),2097,976,1121,Thaton Township
97.36107635,16.8621006,TaungSun(VT),1822,857,965,Thaton Township
97.12844467,17.23055013,TaungSun(VT),1822,857,965,Bilin Township
97.28492737,16.83736038,OkeHpoChaung(VT),939,466,473,Thaton Township
97.38821665,16.80887222,KyaukTan(VT),1551,738,813,Thaton Township
97.38751984,16.88035583,KyonPar(VT),2730,1314,1416,Thaton Township
97.38295746,16.89284039,Gawt(VT),2620,1275,1345,Thaton Township
,,WinSeinYwarThit(VT),733,343,390,Thaton Township
97.39720535,16.85341024,WinSeinAhLel(VT),1542,777,765,Thaton Township
97.42464556,16.97639438,DuYinSeik(VT),10138,4934,5204,Thaton Township
97.42404366,16.93248868,HtaungHmu(VT),9984,4949,5035,Thaton Township
97.45861435,16.93263006,SinKyone(VT),3032,1447,1585,Thaton Township
97.07243,17.40058,ZayMaThwei(Upper)(VT),2126,1097,1029,Thaton Township
97.43947856,16.88420614,ZayMaThwei(Lower)(VT),2119,1013,1106,Thaton Township
97.44283104,16.85133457,SaKhanGyi(VT),3112,1464,1648,Thaton Township
97.47184753,16.79969025,AhNanPin(VT),3090,1480,1610,Thaton Township
97.50218773,16.81310987,KyetTuYwayThaung(VT),4673,2299,2374,Thaton Township
97.34857941,16.58596992,NyaungKoneLay(VT),1722,825,897,Paung Township
97.41586685,16.7238903,PanKone(VT),7270,3781,3489,Paung Township
97.43902206,16.66560745,OkeTaDar(VT),6395,3187,3208,Paung Township
97.39782715,16.55681992,DaRein(VT),1389,655,734,Paung Township
97.47316742,16.54179001,DayKin(VT),1152,564,588,Paung Township
97.40496826,16.62231064,KaMarBi(VT),707,315,392,Paung Township
97.41346741,16.56373024,AhHauk(VT),1343,622,721,Paung Township
97.34530894,16.62903404,HtanPinChaungGyi(VT),6816,3321,3495,Paung Township
97.42378998,16.69978094,ZinKyaik(VT),20888,9854,11034,Paung Township
97.33735657,16.68325043,TatHmuChaung(VT),774,400,374,Paung Township
97.46790314,16.56306076,KawtHtaw(VT),1468,680,788,Paung Township
,,KyweChan(VT),5800,2752,3048,Paung Township
97.48194122,16.54570007,KawtKayin(VT),1682,792,890,Paung Township
97.48874664,16.56250954,KaDaing(VT),1028,487,541,Paung Township
97.49291611,16.59541512,BantBwayKone(VT),2282,1098,1184,Paung Township
97.35333761,16.54582659,ThaPyayKone(VT),1518,760,758,Paung Township
97.42783356,16.68676949,HpaLat(VT),2789,1321,1468,Paung Township
97.38144684,16.801828,YinNyein(North)(VT),8630,4097,4533,Paung Township
97.38646698,16.78480911,YinNyein(South)(VT),3094,1423,1671,Paung Township
97.39328766,16.77458954,YwarTanShey(VT),1353,624,729,Paung Township
97.40541077,16.7541008,HpyuBa(VT),2912,1552,1360,Paung Township
97.40854645,16.74319077,KaTun(VT),3899,1942,1957,Paung Township
97.41098022,16.80285072,KyaukYaeTwin(VT),2218,1084,1134,Paung Township
97.17236328,17.20818965,KyaukYaeTwin(VT),2218,1084,1134,Bilin Township
97.4148674,16.77830791,InnPyaung(VT),2557,1255,1302,Paung Township
97.28417969,16.7953701,MyaLayChaung(VT),764,389,375,Paung Township
97.29032288,16.75972481,HtanPinChaungLay(VT),1923,981,942,Paung Township
97.28666306,16.74755955,NyaungKoneGyi(VT),2593,1236,1357,Paung Township
97.31083679,16.73384094,KyonHaw(VT),1669,778,891,Paung Township
97.29915619,16.71509933,TheaKone(VT),7905,3839,4066,Paung Township
97.42932892,16.76106962,KaTaik(VT),1990,997,993,Paung Township
97.5487442,16.64379044,OhnTaPin(VT),4330,2156,2174,Paung Township
97.54118601,16.67188327,SinYwar(VT),4298,2068,2230,Paung Township
97.36795425,16.51229477,WeaPaTan(VT),3658,1859,1799,Paung Township
97.59949493,16.56054624,MokeTaMa-KyweChan(VT),2214,1064,1150,Paung Township
97.56577301,16.62935066,KyaukSaYit(VT),950,471,479,Paung Township
97.59105682,16.60896492,LetPanTaw(VT),3264,1510,1754,Paung Township
97.52381134,16.54833984,OkeKan(VT),586,303,283,Paung Township
97.60740662,16.64389165,HmawBi(VT),2440,1173,1267,Paung Township
97.58819008,16.67732477,NatHmaw(VT),2829,1396,1433,Paung Township
97.5119751,16.75782127,TheaEin(VT),4683,2261,2422,Paung Township
97.57406311,16.56897774,TheaHpyuKone(VT),4361,2081,2280,Paung Township
97.54386393,16.72645887,KawtKaDaik(VT),2059,968,1091,Paung Township
97.40384674,16.54291916,KyarBo(VT),2164,1014,1150,Paung Township
97.60220689,16.53567299,MokeTaMa(VT),22355,10870,11485,Paung Township
97.51741409,16.60705376,NatGyiChaung(VT),2403,1140,1263,Paung Township
,,KyonKa(VT),3546,1741,1805,Paung Township
97.36205444,16.51120224,AhHlat(VT),8228,3982,4246,Paung Township
97.07470732,17.40437075,LatPanKyun(VT),968,452,516,Paung Township
97.54046885,16.58507474,KyaKhatNgu(VT),3856,1840,2016,Paung Township
97.54289246,16.68048477,EiByit(VT),3303,1540,1763,Paung Township
97.11191559,17.30855687,AhBaing(VT),2931,1480,1451,Kyaikto Township
97.11741257,17.27355003,KyuChaung(VT),2061,967,1094,Kyaikto Township
96.92543793,17.54210091,ThoneGwa(VT),2189,1269,920,Kyaikto Township
96.91551208,17.60618973,BawKaHta(WinKan)(VT),1516,784,732,Kyaikto Township
96.99853897,17.36764431,HleLanKu(VT),4059,2042,2017,Kyaikto Township
96.97028351,17.41325474,InGaPo(VT),4371,2125,2246,Kyaikto Township
97.03099314,17.45777003,KaDaingDut(VT),2661,1296,1365,Kyaikto Township
96.89607239,17.46826553,KanNi(VT),2574,1309,1265,Kyaikto Township
96.88091278,17.57896042,KhaYwea(VT),2736,1333,1403,Kyaikto Township
96.89738083,17.5390501,MokeKhaMawt(VT),1578,773,805,Kyaikto Township
96.97904205,17.31858063,KawtHtin(VT),4553,2220,2333,Kyaikto Township
97.06078339,17.28706932,KawtBein(VT),2550,1217,1333,Kyaikto Township
97.02641551,17.39072037,KyaungYwar(VT),2324,1132,1192,Kyaikto Township
96.91837311,17.36161518,KyaikKaThar(VT),6275,3056,3219,Kyaikto Township
97.02867126,17.29099083,KyaikPi(VT),3605,1753,1852,Kyaikto Township
97.07718277,17.3857193,KinMunChaung(VT),20647,9794,10853,Kyaikto Township
96.94300842,17.35515976,MaLawtChaung(VT),4448,2209,2239,Kyaikto Township
97.15370941,17.46515083,MarLarHpu(VT),386,197,189,Kyaikto Township
96.95394135,17.34342957,MokeKhaMu(VT),3544,1719,1825,Kyaikto Township
96.92517853,17.43136978,MaYanChaungKwarYiYwarThit(VT),4107,2285,1822,Kyaikto Township
97.0656395,17.31155586,KyunTaw(VT),3149,1573,1576,Kyaikto Township
97.11513138,17.35187531,HngetPyawTaw(VT),2262,1129,1133,Kyaikto Township
96.88420359,17.51249695,TheinZaYat(VT),22853,11013,11840,Kyaikto Township
96.88793691,17.48960686,KyaukKaLat(VT),2962,1438,1524,Kyaikto Township
96.96507263,17.33109093,BoYarGyi(VT),3553,1722,1831,Kyaikto Township
96.95816422,17.4816823,PyinKaToeKone(VT),3608,1902,1706,Kyaikto Township
97.0385437,17.3288002,HpetKaLeik(VT),7714,3670,4044,Kyaikto Township
97.1440773,17.4151144,PiTi(VT),679,337,342,Kyaikto Township
97.22807312,17.4904995,PiTi(VT),679,337,342,Bilin Township
96.88656998,17.45716667,SitTaung(VT),2974,1426,1548,Kyaikto Township
96.90211105,17.38717556,SutPaNu(VT),2136,1026,1110,Kyaikto Township
96.92735291,17.39402008,KhaLun(VT),2640,1256,1384,Kyaikto Township
97.00940704,17.51572037,WarBoeChaung(VT),1977,1004,973,Kyaikto Township
97.01679993,17.35284487,KwinKaLay(VT),4472,2375,2097,Kyaikto Township
96.96605555,17.54269822,ZeePyaung(VT),2780,1438,1342,Kyaikto Township
96.89183044,17.43836975,MokePaLin(VT),6434,3140,3294,Kyaikto Township
97.32424927,24.36017036,KyweGyoKanBaNi(VT),1132,539,593,Bhamo Township
97.3269577,24.36762047,ChaungWa(VT),647,301,346,Bhamo Township
97.36154556,24.37745953,NawngLaik(VT),1024,472,552,Bhamo Township
97.28688812,24.23879051,ManKhun(VT),727,369,358,Bhamo Township
97.26727295,24.26379013,WetKone(VT),3682,1895,1787,Bhamo Township
97.27349854,24.22550011,KhoKyin(VT),1100,524,576,Bhamo Township
97.26622009,24.21878052,ManHpar(VT),844,409,435,Bhamo Township
97.29334259,24.24537086,SiIn(VT),2306,1328,978,Bhamo Township
97.28476334,24.32111454,MoeHping(VT),1968,917,1051,Bhamo Township
97.27245331,24.31073952,TarMaingLon(VT),1104,526,578,Bhamo Township
97.27444839,24.34322548,HeLonThit(VT),1060,475,585,Bhamo Township
97.28450775,24.33279037,HeLonHaung(VT),523,228,295,Bhamo Township
97.29311371,24.32805061,SaiKin(VT),232,111,121,Bhamo Township
97.3250885,24.33330917,MaLuLa(VT),873,412,461,Bhamo Township
97.31878662,24.32493973,NamHlaing(VT),1171,576,595,Bhamo Township
97.31397247,24.32419968,HkuLi(VT),513,239,274,Bhamo Township
97.34227753,24.34493065,MaAuPin(VT),1303,647,656,Bhamo Township
97.34661865,24.35703087,ManYay(VT),627,278,349,Bhamo Township
97.21430969,24.3094101,SintKin(VT),2593,1237,1356,Bhamo Township
97.25256348,24.1835804,ThingLing(VT),2157,1066,1091,Bhamo Township
97.24411011,24.22989511,HanTe(VT),8108,4051,4057,Bhamo Township
97.23753357,24.22176552,KoneMaHat(VT),1881,901,980,Bhamo Township
97.2604599,24.22249985,SiHe(VT),977,448,529,Bhamo Township
97.24302673,24.20587063,KanBaNi(VT),1577,783,794,Bhamo Township
97.21568298,24.20542431,NyaungPinThar(VT),908,430,478,Bhamo Township
97.15785217,24.15737915,SarWaTee(VT),1601,832,769,Bhamo Township
97.27246857,24.18544006,ManYut(VT),1168,550,618,Bhamo Township
97.17503967,24.28364601,ManMaLin(VT),3804,1846,1958,Bhamo Township
97.20617676,24.29932976,KawnHka(VT),1329,675,654,Bhamo Township
97.1950531,24.30715942,ManPin(VT),349,161,188,Bhamo Township
97.19224167,24.31427479,KyunGyi(VT),2073,1018,1055,Bhamo Township
97.1860733,24.30726051,MaingKar(VT),832,397,435,Bhamo Township
97.13626862,24.34923935,ThaHpanPin(VT),1668,864,804,Bhamo Township
97.16764069,24.32887077,HngetPyawTaw(VT),833,368,465,Bhamo Township
97.14013672,24.33077049,MyaZayDi(VT),1745,922,823,Bhamo Township
97.15412394,24.30674299,PaPau(VT),2699,1323,1376,Bhamo Township
97.18180847,24.2615304,KawngSint(VT),2617,1264,1353,Bhamo Township
97.17236328,24.23488998,YaeNi(VT),821,417,404,Bhamo Township
97.16564178,24.21126938,KanThar(VT),596,297,299,Bhamo Township
97.15836334,24.20138931,LetPanTan(VT),1075,533,542,Bhamo Township
97.26744461,24.40990973,TeinThaw(VT),2230,1092,1138,Bhamo Township
97.0378774,24.13456281,SinHkan(VT),6808,3545,3263,Bhamo Township
97.11883545,24.13963985,KawngTon(VT),1905,956,949,Bhamo Township
97.09290059,24.16328684,NawngMo(VT),1980,1007,973,Bhamo Township
96.90802765,24.14348984,NawngMo(VT),1980,1007,973,Shwegu Township
97.09290059,24.16328684,NawngMo(VT),2349,1227,1122,Bhamo Township
96.90802765,24.14348984,NawngMo(VT),2349,1227,1122,Shwegu Township
97.25048828,24.25806999,AungThar(VT),2011,997,1014,Bhamo Township
96.8341217,24.20301533,ThinBawInn(VT),2340,1169,1171,Shwegu Township
96.83163452,24.21231556,MoeSit(VT),2433,1220,1213,Shwegu Township
96.82100677,24.22610092,YaeLe(VT),3106,1534,1572,Shwegu Township
96.80404663,24.23387909,SinTat(VT),2396,1187,1209,Shwegu Township
96.7746582,24.11588987,SinHpoke(VT),3547,1912,1635,Shwegu Township
96.81468582,24.16574764,NgaBatGyi(VT),2598,1288,1310,Shwegu Township
96.7916921,24.15414619,PanTin(VT),2209,1104,1105,Shwegu Township
96.78455925,24.11851215,SiThaung(VT),2149,1077,1072,Shwegu Township
96.75026957,24.1405131,ManWein(VT),1332,616,716,Shwegu Township
97.5959053,23.82813549,ManWein(VT),1332,616,716,Mansi Township
96.74409485,24.12719059,SiThar(VT),1560,788,772,Shwegu Township
96.71819814,24.13273684,SiMaw(VT),1763,896,867,Shwegu Township
96.73016866,24.1533165,SiMuGyi(VT),1513,754,759,Shwegu Township
96.74324036,24.18905258,NawngLetGyi(VT),3614,1864,1750,Shwegu Township
96.75280762,24.24544601,TawPone(VT),6951,3511,3440,Shwegu Township
96.62074661,24.33787251,BoKone(VT),3587,1796,1791,Shwegu Township
96.73421669,24.29193783,ShweBonThar(VT),2950,1428,1522,Shwegu Township
96.70337931,24.28160286,TeinHun(VT),2445,1211,1234,Shwegu Township
96.66959381,24.27236462,ThaYetKone(VT),2201,1039,1162,Shwegu Township
96.60285759,24.23238754,SeikThar(VT),2952,1463,1489,Shwegu Township
96.61071777,24.3217907,ThaPyayHla(VT),1761,840,921,Shwegu Township
96.66419601,24.30913544,MaNiAwGa(VT),3467,1655,1812,Shwegu Township
96.73086739,24.31263256,KyaukGyi(VT),4822,2499,2323,Shwegu Township
96.90856361,24.27392244,MyoKone(VT),3041,1537,1504,Shwegu Township
96.95093028,24.27589671,SiThaw(VT),3098,1584,1514,Shwegu Township
93.56524658,19.41764069,PyinHpyuMaw(VT),1080,524,556,Kyaukpyu Township
93.5406662,19.41913643,TaungYin(VT),13203,6238,6965,Kyaukpyu Township
93.52643013,19.48521996,TheaTan(VT),976,509,467,Kyaukpyu Township
93.61898804,19.47159767,TheaChaung(VT),2868,1321,1547,Kyaukpyu Township
93.6612339,19.36234283,MaDayKyun(VT),4518,2546,1972,Kyaukpyu Township
93.49841614,19.40884666,GoneChein(VT),6318,3387,2931,Kyaukpyu Township
93.51247101,19.39232788,OhnTaw(VT),2657,1224,1433,Kyaukpyu Township
93.5363678,19.35974541,KanDee(VT),1081,481,600,Kyaukpyu Township
93.51595815,19.31853994,ChaungWa(VT),2755,1272,1483,Kyaukpyu Township
93.92994472,18.89179993,ChaungWa(VT),2755,1272,1483,Ramree Township
93.51595815,19.31853994,ChaungWa(VT),2099,979,1120,Kyaukpyu Township
93.92994472,18.89179993,ChaungWa(VT),2099,979,1120,Ramree Township
93.53190358,19.29837036,MinPyin(VT),3331,1630,1701,Kyaukpyu Township
93.49179967,19.35353502,LeikKhaMaw(VT),2840,1357,1483,Kyaukpyu Township
93.56647746,19.24056657,KyaukPyauk(VT),3314,1481,1833,Kyaukpyu Township
93.5612971,19.36962001,KatThaPyay(VT),1558,757,801,Kyaukpyu Township
93.56725566,19.35139338,KyatTein(VT),834,366,468,Kyaukpyu Township
93.60324669,19.37753725,SitTaw(VT),3970,2073,1897,Kyaukpyu Township
93.55670834,19.30865026,ThaingChaung(VT),3402,1542,1860,Kyaukpyu Township
93.59381358,19.32789358,DoeMaTaung(VT),454,209,245,Kyaukpyu Township
93.57293892,19.39824486,SaingChon(VT),1537,715,822,Kyaukpyu Township
93.61202621,19.34824467,UGin(VT),1309,607,702,Kyaukpyu Township
93.62220764,19.31537104,NgaSeintPyin(VT),2512,1202,1310,Kyaukpyu Township
93.59302114,19.30403709,SinBoke(VT),3391,1553,1838,Kyaukpyu Township
93.62135491,19.26135386,NgaLoneSu(VT),3771,1664,2107,Kyaukpyu Township
93.644207,19.14646689,ZinChaung(VT),5168,2415,2753,Kyaukpyu Township
93.61964162,19.17356364,ThanChaung(VT),667,281,386,Kyaukpyu Township
93.93522491,19.01722984,ThanChaung(VT),667,281,386,Ramree Township
93.61964162,19.17356364,ThanChaung(VT),2851,1316,1535,Kyaukpyu Township
93.93522491,19.01722984,ThanChaung(VT),2851,1316,1535,Ramree Township
93.667099,19.11269315,KaLantTe(VT),2340,1046,1294,Kyaukpyu Township
93.67067973,19.15597216,TaBet(VT),917,397,520,Kyaukpyu Township
93.61976242,19.1976099,MinYat(VT),3807,1618,2189,Kyaukpyu Township
93.67268808,19.08874157,KinMyauk(VT),1717,829,888,Kyaukpyu Township
93.74698544,19.22213769,SaNe(VT),4821,2158,2663,Kyaukpyu Township
94.08595494,19.44167709,SaNe(VT),4821,2158,2663,Ann Township
93.74698544,19.22213769,SaNe(VT),2686,1418,1268,Kyaukpyu Township
94.08595494,19.44167709,SaNe(VT),2686,1418,1268,Ann Township
93.68871307,19.22925415,LayPonKyauk(VT),1428,647,781,Kyaukpyu Township
93.70347595,19.26935005,AhLelDwein(VT),1171,549,622,Kyaukpyu Township
93.71479543,19.18557994,SaNeMinPyin(VT),2139,991,1148,Kyaukpyu Township
93.70474625,19.14367962,KyaukTaungPyein(VT),796,335,461,Kyaukpyu Township
93.70973396,19.12786722,KuLarKyan(VT),1325,551,774,Kyaukpyu Township
93.7221489,19.2244091,HmyawChaung(VT),674,326,348,Kyaukpyu Township
93.6898056,19.16869965,YaeMyet(VT),1281,560,721,Kyaukpyu Township
93.66636658,19.19694996,BaYar(VT),1307,607,700,Kyaukpyu Township
93.72196579,19.24118042,AhWaTaung(VT),1950,1047,903,Kyaukpyu Township
93.68019676,19.27000713,WaPyay(VT),1399,628,771,Kyaukpyu Township
93.77911949,19.32628775,MinChaung(VT),2828,1353,1475,Kyaukpyu Township
93.84597588,19.31484699,AhLanChein(VT),4495,2194,2301,Kyaukpyu Township
93.81467183,19.44962502,YaTaNa(VT),4945,2411,2534,Kyaukpyu Township
93.77186432,19.41767006,PanTawPyin(VT),4472,2164,2308,Kyaukpyu Township
93.84358215,19.46916962,ChonSwei(VT),1764,829,935,Kyaukpyu Township
93.83105578,19.49665015,KyaukNgu(VT),2854,1360,1494,Kyaukpyu Township
93.79471842,19.38267708,GyinGyi(VT),4850,2306,2544,Kyaukpyu Township
93.70594533,19.446009,MinGan(VT),2683,1252,1431,Kyaukpyu Township
93.72677358,19.45321592,LaHarGyi(VT),975,476,499,Kyaukpyu Township
93.7069664,19.49789953,ShweNyoMa(VT),3346,1568,1778,Kyaukpyu Township
93.68460846,19.43471432,WarTaung(VT),1315,666,649,Kyaukpyu Township
93.67228154,19.51783671,TeChaung(VT),2151,1006,1145,Kyaukpyu Township
93.70427132,19.54151535,KyaukGyiPyin(VT),2794,1307,1487,Kyaukpyu Township
93.65476227,19.54904938,ZinKyun(VT),1638,753,885,Kyaukpyu Township
93.49076843,18.86481094,ZeeTaw(VT),715,333,382,Munaung Township
93.52405357,18.86957741,OeWa(VT),1025,453,572,Munaung Township
93.56145325,18.87258987,SunPanChaung(VT),619,275,344,Munaung Township
93.60038539,18.87748555,ThitPon(VT),3656,1556,2100,Munaung Township
93.61927541,18.89929708,HmyawTawU(VT),2284,1020,1264,Munaung Township
93.63657379,18.87812996,ThitWa(VT),2204,951,1253,Munaung Township
93.64539948,18.85734177,BuYaeMyet(VT),1748,740,1008,Munaung Township
93.66094398,18.85819054,BeInn(VT),1421,625,796,Munaung Township
93.69074631,18.85443974,Nga/Inn(VT),908,369,539,Munaung Township
93.71726036,18.85941935,KoneKhin(VT),1225,522,703,Munaung Township
93.73376617,18.83370056,TheinBaLa(VT),1537,702,835,Munaung Township
93.71148682,18.84276962,TheinKone(VT),264,114,150,Munaung Township
93.71710968,18.82843018,TawHtu(VT),963,418,545,Munaung Township
93.71567535,18.81222979,KinTe(VT),521,209,312,Munaung Township
93.70163727,18.7969799,KyeeNyo(VT),443,193,250,Munaung Township
93.68248177,18.77763033,LetMePyin(VT),1355,578,777,Munaung Township
93.69582876,18.81569036,MinSeikPyin(VT),1138,477,661,Munaung Township
93.68121338,18.83136886,SaMonTe(VT),2694,1172,1522,Munaung Township
93.66963959,18.78768492,NyaungPinHla(VT),1471,666,805,Munaung Township
93.65721512,18.82434495,Nga/PonKone(VT),1973,863,1110,Munaung Township
93.62666473,18.82181587,KantKawTaw(VT),1789,796,993,Munaung Township
93.54753876,18.81284523,KaMar(VT),2193,986,1207,Munaung Township
