Longitude,Latitude,Ward/VillageTract,total_population,male_population,female_population,Township
97.390355,25.387488,AyeYar(W),3647,1694,1953,Myitkyina Township
97.390355,25.387488,ThiDar(W),4143,2094,2049,Myitkyina Township
97.390355,25.387488,YanGyiAung(W),5309,2430,2879,Myitkyina Township
97.390355,25.387488,DuKaHtaung(W),8888,3845,5043,Myitkyina Township
97.390355,25.387488,MyoMa(W),1369,657,712,Myitkyina Township
97.390355,25.387488,MinYat(W),931,421,510,Myitkyina Township
97.390355,25.387488,ShanSu(North)(W),1418,674,744,Myitkyina Township
97.390355,25.387488,ShanSu(South)(W),1366,664,702,Myitkyina Township
97.390355,25.387488,KachinSu(W),2267,1024,1243,Myitkyina Township
97.390355,25.387488,KyunPinThar(W),6106,2786,3320,Myitkyina Township
97.390355,25.387488,AyeZayDi(W),5004,2321,2683,Myitkyina Township
97.390355,25.387488,ShweNyaungPin(W),9491,4277,5214,Myitkyina Township
97.390355,25.387488,MyoThit(W),2067,990,1077,Myitkyina Township
97.390355,25.387488,KhayMarThiRi(W),7630,3626,4004,Myitkyina Township
97.390355,25.387488,YuZaNa(W),6460,3023,3437,Myitkyina Township
97.390355,25.387488,MyayMyint(W),5660,2686,2974,Myitkyina Township
97.390355,25.387488,ShweSet(W),9409,4581,4828,Myitkyina Township
97.390355,25.387488,ManKhein(W),9223,4599,4624,Myitkyina Township
97.390355,25.387488,TatKone(W),27354,12773,14581,Myitkyina Township
97.390355,25.387488,SiTarPu(W),19969,9249,10720,Myitkyina Township
97.390355,25.387488,RamPu(W),26197,12311,13886,Myitkyina Township
97.390355,25.387488,KyetPaungChan(W),5234,2553,2681,Myitkyina Township
97.390355,25.387488,MyoThitGyi(W),23760,11576,12184,Myitkyina Township
97.390355,25.387488,LelKone(W),23413,11918,11495,Myitkyina Township
97.390355,25.387488,ShweAik(W),1418,770,648,Myitkyina Township
97.390355,25.387488,ShwePyiThar(W),1012,490,522,Myitkyina Township
97.390355,25.387488,PanMaTi(W),16954,8613,8341,Myitkyina Township
99.016256,12.084177,ChaungGyi(W),3199,1575,1624,Tanintharyi Township
99.016256,12.084177,ChaungNge(W),2315,1171,1144,Tanintharyi Township
98.513198,11.787821,No(1)(W),3019,1451,1568,Kyunsu Township
98.648224,12.969094,No(1)(W),3019,1451,1568,Palaw Township
98.622123,13.270975,No(1)(W),3019,1451,1568,Palaw Township
98.513198,11.787821,No(1)(W),3004,1801,1203,Kyunsu Township
98.648224,12.969094,No(1)(W),3004,1801,1203,Palaw Township
98.622123,13.270975,No(1)(W),3004,1801,1203,Palaw Township
98.513198,11.787821,No(1)(W),6424,3192,3232,Kyunsu Township
98.648224,12.969094,No(1)(W),6424,3192,3232,Palaw Township
98.622123,13.270975,No(1)(W),6424,3192,3232,Palaw Township
98.513198,11.787821,No(2)(W),615,291,324,Kyunsu Township
98.648224,12.969094,No(2)(W),615,291,324,Palaw Township
98.622123,13.270975,No(2)(W),615,291,324,Palaw Township
98.513198,11.787821,No(2)(W),596,307,289,Kyunsu Township
98.648224,12.969094,No(2)(W),596,307,289,Palaw Township
98.622123,13.270975,No(2)(W),596,307,289,Palaw Township
98.513198,11.787821,No(2)(W),6462,3149,3313,Kyunsu Township
98.648224,12.969094,No(2)(W),6462,3149,3313,Palaw Township
98.622123,13.270975,No(2)(W),6462,3149,3313,Palaw Township
98.513198,11.787821,No(3)(W),598,358,240,Kyunsu Township
98.648224,12.969094,No(3)(W),598,358,240,Palaw Township
98.622123,13.270975,No(3)(W),598,358,240,Palaw Township
98.513198,11.787821,No(3)(W),1391,679,712,Kyunsu Township
98.648224,12.969094,No(3)(W),1391,679,712,Palaw Township
98.622123,13.270975,No(3)(W),1391,679,712,Palaw Township
98.513198,11.787821,No(3)(W),2142,969,1173,Kyunsu Township
98.648224,12.969094,No(3)(W),2142,969,1173,Palaw Township
98.622123,13.270975,No(3)(W),2142,969,1173,Palaw Township
98.513198,11.787821,No(4)(W),1944,964,980,Kyunsu Township
98.648224,12.969094,No(4)(W),1944,964,980,Palaw Township
98.622123,13.270975,No(4)(W),1944,964,980,Palaw Township
98.513198,11.787821,No(4)(W),557,267,290,Kyunsu Township
98.648224,12.969094,No(4)(W),557,267,290,Palaw Township
98.622123,13.270975,No(4)(W),557,267,290,Palaw Township
98.513198,11.787821,No(4)(W),2510,1187,1323,Kyunsu Township
98.648224,12.969094,No(4)(W),2510,1187,1323,Palaw Township
98.622123,13.270975,No(4)(W),2510,1187,1323,Palaw Township
98.563828,10.01202,ShweHinThar(W),3585,1823,1762,Kawthoung Township
98.563828,10.01202,AhNanWar(W),3776,1804,1972,Kawthoung Township
98.563828,10.01202,PiTaukShweWar(W),7557,3696,3861,Kawthoung Township
98.563828,10.01202,BaYintNaung(W),3495,1708,1787,Kawthoung Township
98.563828,10.01202,AungThuKha(W),7926,3838,4088,Kawthoung Township
98.563828,10.01202,ThiRiMyaing(W),2610,1296,1314,Kawthoung Township
98.563828,10.01202,ShweZinYaw(W),5855,2968,2887,Kawthoung Township
98.563828,10.01202,AyeYeikNyein(W),10533,5148,5385,Kawthoung Township
98.563828,10.01202,ShwePyiThar(W),8978,4566,4412,Kawthoung Township
98.76107,11.262613,ShweBonThar(W),1586,790,796,Bokpyin Township
98.76107,11.262613,AungMinGaLar(W),1248,631,617,Bokpyin Township
98.625,10.353,No(1)(W),1603,816,787,Kawthoung Township
98.759979,10.933357,No(1)(W),1603,816,787,Bokpyin Township
98.625,10.353,No(2)(W),730,516,214,Kawthoung Township
98.759979,10.933357,No(2)(W),730,516,214,Bokpyin Township
98.625,10.353,No(3)(W),939,495,444,Kawthoung Township
98.759979,10.933357,No(3)(W),939,495,444,Bokpyin Township
99.002,11.468,PyiGyiMandaing(W),1566,784,782,Bokpyin Township
99.002,11.468,LayHnar(East)(W),1453,769,684,Bokpyin Township
99.002,11.468,LayHnar(West)(W),627,412,215,Bokpyin Township
96.483893,17.335828,MyoTwin(East-KaGyi)(W),9091,4668,4423,Bago Township
96.483893,17.335828,MyoTwin(East-KhaGway)(W),31389,14041,17348,Bago Township
96.483893,17.335828,LeikPyarKan(W),5358,2720,2638,Bago Township
96.483893,17.335828,PonNarSu(W),12285,5662,6623,Bago Township
96.483893,17.335828,PanHlaing(W),1128,494,634,Bago Township
96.483893,17.335828,ZayPaing(W),967,420,547,Bago Township
96.576637,17.289032,ZayPaing(W),967,420,547,Thanatpin Township
96.613907,18.158672,ZayPaing(W),967,420,547,Kyauktaga Township
96.669693,17.789671,ZayPaing(W),967,420,547,Daik-U Township
96.483893,17.335828,ZayPaing(W),2429,1127,1302,Bago Township
96.576637,17.289032,ZayPaing(W),2429,1127,1302,Thanatpin Township
96.613907,18.158672,ZayPaing(W),2429,1127,1302,Kyauktaga Township
96.669693,17.789671,ZayPaing(W),2429,1127,1302,Daik-U Township
96.483893,17.335828,ZayPaing(W),2531,1193,1338,Bago Township
96.576637,17.289032,ZayPaing(W),2531,1193,1338,Thanatpin Township
96.613907,18.158672,ZayPaing(W),2531,1193,1338,Kyauktaga Township
96.669693,17.789671,ZayPaing(W),2531,1193,1338,Daik-U Township
96.483893,17.335828,ZayPaing(W),1153,496,657,Bago Township
96.576637,17.289032,ZayPaing(W),1153,496,657,Thanatpin Township
96.613907,18.158672,ZayPaing(W),1153,496,657,Kyauktaga Township
96.669693,17.789671,ZayPaing(W),1153,496,657,Daik-U Township
96.483893,17.335828,NyaungWaing(South)(W),1349,585,764,Bago Township
96.483893,17.335828,NyaungWaing(North)(W),1094,478,616,Bago Township
96.483893,17.335828,ThunHpaYarKone(W),1641,935,706,Bago Township
96.483893,17.335828,KyaukGyiSu(W),7867,3656,4211,Bago Township
96.483893,17.335828,ZyaingGaNaing(South)(W),7410,3561,3849,Bago Township
96.483893,17.335828,ZyaingGaNaing(North)(W),8570,4018,4552,Bago Township
96.483893,17.335828,MaZin(KaGyi)(W),19954,9312,10642,Bago Township
96.483893,17.335828,MaZin(GaNge)(W),11891,5657,6234,Bago Township
96.483893,17.335828,HinTharKone(W),8148,3679,4469,Bago Township
96.483893,17.335828,BoKone(W),5566,2646,2920,Bago Township
96.483893,17.335828,HanTharWaDi(W),5041,2381,2660,Bago Township
96.483893,17.335828,YwaThit(W),2517,1157,1360,Bago Township
96.483893,17.335828,MyoThit(W),10537,5022,5515,Bago Township
96.576637,17.289032,AukSuPaing(W),1533,701,832,Thanatpin Township
96.576637,17.289032,HpaYarGyiPaing(W),3332,1538,1794,Thanatpin Township
96.576637,17.289032,BuTarPaing(W),2178,996,1182,Thanatpin Township
96.576637,17.289032,SetKonePaing(W),4358,2062,2296,Thanatpin Township
96.466322,17.089668,TaDarGyi(W),746,355,391,Kawa Township
96.466322,17.089668,KyaungGyi(W),1095,516,579,Kawa Township
96.466322,17.089668,MinPaing(W),822,359,463,Kawa Township
96.466322,17.089668,YoneGyi(W),1408,632,776,Kawa Township
96.466322,17.089668,KhaMayLay(W),956,462,494,Kawa Township
96.59657,17.02939,ZayGyi(W),2411,1085,1326,Kawa Township
96.59657,17.02939,ShwePyiAye(W),1843,851,992,Kawa Township
96.682335,17.483604,KanTaw(W),3597,1644,1953,Waw Township
96.682335,17.483604,ThitSet(W),1990,877,1113,Waw Township
96.682335,17.483604,ChanMyaTharSi(W),2411,1108,1303,Waw Township
96.682335,17.483604,AyeChanTharYar(W),4675,2172,2503,Waw Township
96.682335,17.483604,BoeBon(W),208,100,108,Waw Township
96.682335,17.483604,WawAhSheyBetKan(W),10262,4851,5411,Waw Township
97.44281,25.35099,No(1)(W),359,171,188,Waingmaw Township
97.87883,25.380484,No(1)(W),359,171,188,Waingmaw Township
98.117394,25.403186,No(1)(W),359,171,188,Waingmaw Township
97.726713,25.829906,No(1)(W),359,171,188,Injangyang Township
96.2094,26.69478,No(1)(W),359,171,188,Tanai Township
98.378634,25.598664,No(1)(W),359,171,188,Chipwi Township
97.44281,25.35099,No(1)(W),5349,2536,2813,Waingmaw Township
97.87883,25.380484,No(1)(W),5349,2536,2813,Waingmaw Township
98.117394,25.403186,No(1)(W),5349,2536,2813,Waingmaw Township
97.726713,25.829906,No(1)(W),5349,2536,2813,Injangyang Township
96.2094,26.69478,No(1)(W),5349,2536,2813,Tanai Township
98.378634,25.598664,No(1)(W),5349,2536,2813,Chipwi Township
97.44281,25.35099,No(1)(W),95,44,51,Waingmaw Township
97.87883,25.380484,No(1)(W),95,44,51,Waingmaw Township
98.117394,25.403186,No(1)(W),95,44,51,Waingmaw Township
97.726713,25.829906,No(1)(W),95,44,51,Injangyang Township
96.2094,26.69478,No(1)(W),95,44,51,Tanai Township
98.378634,25.598664,No(1)(W),95,44,51,Chipwi Township
97.44281,25.35099,No(1)(W),527,257,270,Waingmaw Township
97.87883,25.380484,No(1)(W),527,257,270,Waingmaw Township
98.117394,25.403186,No(1)(W),527,257,270,Waingmaw Township
97.726713,25.829906,No(1)(W),527,257,270,Injangyang Township
96.2094,26.69478,No(1)(W),527,257,270,Tanai Township
98.378634,25.598664,No(1)(W),527,257,270,Chipwi Township
97.44281,25.35099,No(1)(W),325,182,143,Waingmaw Township
97.87883,25.380484,No(1)(W),325,182,143,Waingmaw Township
98.117394,25.403186,No(1)(W),325,182,143,Waingmaw Township
97.726713,25.829906,No(1)(W),325,182,143,Injangyang Township
96.2094,26.69478,No(1)(W),325,182,143,Tanai Township
98.378634,25.598664,No(1)(W),325,182,143,Chipwi Township
97.44281,25.35099,No(1)(W),1489,882,607,Waingmaw Township
97.87883,25.380484,No(1)(W),1489,882,607,Waingmaw Township
98.117394,25.403186,No(1)(W),1489,882,607,Waingmaw Township
97.726713,25.829906,No(1)(W),1489,882,607,Injangyang Township
96.2094,26.69478,No(1)(W),1489,882,607,Tanai Township
98.378634,25.598664,No(1)(W),1489,882,607,Chipwi Township
97.44281,25.35099,No(2)(W),412,215,197,Waingmaw Township
97.87883,25.380484,No(2)(W),412,215,197,Waingmaw Township
98.117394,25.403186,No(2)(W),412,215,197,Waingmaw Township
97.726713,25.829906,No(2)(W),412,215,197,Injangyang Township
96.2094,26.69478,No(2)(W),412,215,197,Tanai Township
98.378634,25.598664,No(2)(W),412,215,197,Chipwi Township
97.44281,25.35099,No(2)(W),3810,1826,1984,Waingmaw Township
97.87883,25.380484,No(2)(W),3810,1826,1984,Waingmaw Township
98.117394,25.403186,No(2)(W),3810,1826,1984,Waingmaw Township
97.726713,25.829906,No(2)(W),3810,1826,1984,Injangyang Township
96.2094,26.69478,No(2)(W),3810,1826,1984,Tanai Township
98.378634,25.598664,No(2)(W),3810,1826,1984,Chipwi Township
97.44281,25.35099,No(2)(W),36,18,18,Waingmaw Township
97.87883,25.380484,No(2)(W),36,18,18,Waingmaw Township
98.117394,25.403186,No(2)(W),36,18,18,Waingmaw Township
97.726713,25.829906,No(2)(W),36,18,18,Injangyang Township
96.2094,26.69478,No(2)(W),36,18,18,Tanai Township
98.378634,25.598664,No(2)(W),36,18,18,Chipwi Township
97.44281,25.35099,No(2)(W),1122,591,531,Waingmaw Township
97.87883,25.380484,No(2)(W),1122,591,531,Waingmaw Township
98.117394,25.403186,No(2)(W),1122,591,531,Waingmaw Township
97.726713,25.829906,No(2)(W),1122,591,531,Injangyang Township
96.2094,26.69478,No(2)(W),1122,591,531,Tanai Township
98.378634,25.598664,No(2)(W),1122,591,531,Chipwi Township
97.44281,25.35099,No(2)(W),655,319,336,Waingmaw Township
97.87883,25.380484,No(2)(W),655,319,336,Waingmaw Township
98.117394,25.403186,No(2)(W),655,319,336,Waingmaw Township
97.726713,25.829906,No(2)(W),655,319,336,Injangyang Township
96.2094,26.69478,No(2)(W),655,319,336,Tanai Township
98.378634,25.598664,No(2)(W),655,319,336,Chipwi Township
97.44281,25.35099,No(2)(W),923,475,448,Waingmaw Township
97.87883,25.380484,No(2)(W),923,475,448,Waingmaw Township
98.117394,25.403186,No(2)(W),923,475,448,Waingmaw Township
97.726713,25.829906,No(2)(W),923,475,448,Injangyang Township
96.2094,26.69478,No(2)(W),923,475,448,Tanai Township
98.378634,25.598664,No(2)(W),923,475,448,Chipwi Township
97.44281,25.35099,No(3)(W),452,237,215,Waingmaw Township
97.87883,25.380484,No(3)(W),452,237,215,Waingmaw Township
98.117394,25.403186,No(3)(W),452,237,215,Waingmaw Township
97.726713,25.829906,No(3)(W),452,237,215,Injangyang Township
96.2094,26.69478,No(3)(W),452,237,215,Tanai Township
98.378634,25.598664,No(3)(W),452,237,215,Chipwi Township
97.44281,25.35099,No(3)(W),6253,3124,3129,Waingmaw Township
97.87883,25.380484,No(3)(W),6253,3124,3129,Waingmaw Township
98.117394,25.403186,No(3)(W),6253,3124,3129,Waingmaw Township
97.726713,25.829906,No(3)(W),6253,3124,3129,Injangyang Township
96.2094,26.69478,No(3)(W),6253,3124,3129,Tanai Township
98.378634,25.598664,No(3)(W),6253,3124,3129,Chipwi Township
97.44281,25.35099,No(3)(W),59,49,10,Waingmaw Township
97.87883,25.380484,No(3)(W),59,49,10,Waingmaw Township
98.117394,25.403186,No(3)(W),59,49,10,Waingmaw Township
97.726713,25.829906,No(3)(W),59,49,10,Injangyang Township
96.2094,26.69478,No(3)(W),59,49,10,Tanai Township
98.378634,25.598664,No(3)(W),59,49,10,Chipwi Township
97.44281,25.35099,No(3)(W),689,354,335,Waingmaw Township
97.87883,25.380484,No(3)(W),689,354,335,Waingmaw Township
98.117394,25.403186,No(3)(W),689,354,335,Waingmaw Township
97.726713,25.829906,No(3)(W),689,354,335,Injangyang Township
96.2094,26.69478,No(3)(W),689,354,335,Tanai Township
98.378634,25.598664,No(3)(W),689,354,335,Chipwi Township
97.44281,25.35099,No(3)(W),173,107,66,Waingmaw Township
97.87883,25.380484,No(3)(W),173,107,66,Waingmaw Township
98.117394,25.403186,No(3)(W),173,107,66,Waingmaw Township
97.726713,25.829906,No(3)(W),173,107,66,Injangyang Township
96.2094,26.69478,No(3)(W),173,107,66,Tanai Township
98.378634,25.598664,No(3)(W),173,107,66,Chipwi Township
97.44281,25.35099,No(3)(W),2684,1529,1155,Waingmaw Township
97.87883,25.380484,No(3)(W),2684,1529,1155,Waingmaw Township
98.117394,25.403186,No(3)(W),2684,1529,1155,Waingmaw Township
97.726713,25.829906,No(3)(W),2684,1529,1155,Injangyang Township
96.2094,26.69478,No(3)(W),2684,1529,1155,Tanai Township
98.378634,25.598664,No(3)(W),2684,1529,1155,Chipwi Township
96.845345,17.914909,MyoMaNo(1)(W),4286,2059,2227,Nyaunglebin Township
96.71597,17.875173,MyoMaNo(1)(W),4286,2059,2227,Nyaunglebin Township
96.66836,18.0699,MyoMaNo(1)(W),4286,2059,2227,Nyaunglebin Township
96.845345,17.914909,MyoMaNo(1)(W),5392,2609,2783,Nyaunglebin Township
96.71597,17.875173,MyoMaNo(1)(W),5392,2609,2783,Nyaunglebin Township
96.66836,18.0699,MyoMaNo(1)(W),5392,2609,2783,Nyaunglebin Township
96.845345,17.914909,MyoMaNo(2)(W),6675,3211,3464,Nyaunglebin Township
96.71597,17.875173,MyoMaNo(2)(W),6675,3211,3464,Nyaunglebin Township
96.66836,18.0699,MyoMaNo(2)(W),6675,3211,3464,Nyaunglebin Township
96.845345,17.914909,MyoMaNo(2)(W),6638,3092,3546,Nyaunglebin Township
96.71597,17.875173,MyoMaNo(2)(W),6638,3092,3546,Nyaunglebin Township
96.66836,18.0699,MyoMaNo(2)(W),6638,3092,3546,Nyaunglebin Township
96.71597,17.875173,MyoMaNo(3)(W),4915,2265,2650,Nyaunglebin Township
96.71597,17.875173,MyoMaNo(4)(W),4378,2042,2336,Nyaunglebin Township
96.613907,18.158672,Kwin(West)(W),5415,2560,2855,Kyauktaga Township
96.613907,18.158672,SarTaik(W),2271,1094,1177,Kyauktaga Township
96.613907,18.158672,Kwin(South)(W),2745,1244,1501,Kyauktaga Township
96.613907,18.158672,Kwin(North)(W),3023,1420,1603,Kyauktaga Township
96.568855,18.222708,TaPinShweHtee(W),3893,1874,2019,Kyauktaga Township
96.568855,18.222708,GonTaw(W),823,387,436,Kyauktaga Township
96.568855,18.222708,PyiTawThar(W),1576,711,865,Kyauktaga Township
96.568855,18.222708,ThaTiPaHtan(W),2623,1181,1442,Kyauktaga Township
96.568855,18.222708,MyoMa(W),617,271,346,Kyauktaga Township
96.568855,18.222708,ThanMaNi(W),2538,1190,1348,Kyauktaga Township
96.568855,18.222708,AungMyay(W),1735,833,902,Kyauktaga Township
96.568855,18.222708,KanBawZa(W),1866,891,975,Kyauktaga Township
96.669693,17.789671,KonThei(W),1518,668,850,Daik-U Township
96.669693,17.789671,WarSo(W),3959,1864,2095,Daik-U Township
96.669693,17.789671,KyaungSu(W),2513,1128,1385,Daik-U Township
96.669693,17.789671,ThanTaDar(W),3048,1453,1595,Daik-U Township
96.669693,17.789671,MinTe(W),8033,3780,4253,Daik-U Township
96.669693,17.789671,SetKwin(W),1997,923,1074,Daik-U Township
96.669693,17.789671,DaYeiMee(W),4668,2246,2422,Daik-U Township
96.669693,17.789671,HpaAungWea(W),11588,5496,6092,Daik-U Township
96.877666,17.923038,MaGyiTan(W),1610,748,862,Shwegyin Township
96.877666,17.923038,PweKone(W),2569,1217,1352,Shwegyin Township
96.877666,17.923038,KyayNanTan+ShanKone(W),7294,3574,3720,Shwegyin Township
96.877666,17.923038,PyinMaPin(W),2389,1189,1200,Shwegyin Township
96.877666,17.923038,GantGawWaing(W),2407,1159,1248,Shwegyin Township
96.877666,17.923038,PanBeDan(W),1217,545,672,Shwegyin Township
96.877666,17.923038,TaYokeTan+NyaungWaing(W),2875,1393,1482,Shwegyin Township
96.877666,17.923038,KyweTe(W),4218,2169,2049,Shwegyin Township
96.373198,24.779057,NamKhar(W),7721,3709,4012,Mohnyin Township
96.373198,24.779057,MyoMa(W),7073,3549,3524,Mohnyin Township
97.00896,25.37835,MyoMa(W),7073,3549,3524,Mogaung Township
96.312122,25.612795,MyoMa(W),7073,3549,3524,Hpakant Township
96.373198,24.779057,MyoMa(W),3299,1779,1520,Mohnyin Township
97.00896,25.37835,MyoMa(W),3299,1779,1520,Mogaung Township
96.312122,25.612795,MyoMa(W),3299,1779,1520,Hpakant Township
96.373198,24.779057,OkeKyin(W),4677,2173,2504,Mohnyin Township
96.373198,24.779057,AhSheySu(W),7154,3409,3745,Mohnyin Township
96.373198,24.779057,AungThaPyay(W),6665,3070,3595,Mohnyin Township
95.221029,18.82151,NaWin(W),19347,8845,10502,Pyay Township
95.221029,18.82151,ShweKu(W),3178,1554,1624,Pyay Township
95.221029,18.82151,KyaungGyiOeTan(W),4204,1824,2380,Pyay Township
95.221029,18.82151,SanTaw(W),12173,5788,6385,Pyay Township
95.221029,18.82151,SinSu(W),9514,4413,5101,Pyay Township
95.221029,18.82151,YwarBe(W),39564,18642,20922,Pyay Township
95.221029,18.82151,PyiTharYar(W),13474,6188,7286,Pyay Township
95.221029,18.82151,NaWaDay(W),5414,2683,2731,Pyay Township
95.221029,18.82151,ShweTaGar(W),12015,5732,6283,Pyay Township
95.548187,18.9028,No(1)(W),3859,1788,2071,Paukkhaung Township
95.548187,18.9028,No(2)(W),1772,849,923,Paukkhaung Township
95.548187,18.9028,No(3)(W),3085,1428,1657,Paukkhaung Township
95.548187,18.9028,No(4)(W),2646,1188,1458,Paukkhaung Township
95.548187,18.9028,No(5)(W),2675,1224,1451,Paukkhaung Township
95.153526,18.717974,KyaKhat(W),1462,671,791,Padaung Township
95.153526,18.717974,MinYat(W),1024,450,574,Padaung Township
